,username,to,text,date,retweets,favorites,mentions,hashtags,geo
1093247507608551424,FcoValGu,Johanna_Joh,"UN PERRO PUEDE CONTAGIAR : Rabia, Parvovirus, Hepatitis, Coronavirus, Toxoplasmosis , sarna, Leishmaniosis, ADEMÁS PUEDEN TENER :tenias ,pulgas , garrapatas, lombrices y otros parásitos",2019-02-06 20:38:12+00:00,1,0,,,
1093247056230211585,FcoValGu,ingpipo,"UN PERRO PUEDE CONTAGIAR : Rabia, Parvovirus, Hepatitis, Coronavirus, Toxoplasmosis , sarna, Leishmaniosis, ADEMÁS PUEDEN TENER :tenias ,pulgas , garrapatas, lombrices y otros parásitos",2019-02-06 20:36:24+00:00,0,0,,,
1093246905537232901,FcoValGu,janoloco122,"UN PERRO PUEDE CONTAGIAR : Rabia, Parvovirus, Hepatitis, Coronavirus, Toxoplasmosis , sarna, Leishmaniosis, ADEMÁS PUEDEN TENER :tenias ,pulgas , garrapatas, lombrices y otros parásitos",2019-02-06 20:35:48+00:00,0,0,,,
1093246562061484042,FcoValGu,QeenBlack18,"UN PERRO PUEDE CONTAGIAR : Rabia, Parvovirus, Hepatitis, Coronavirus, Toxoplasmosis , sarna, Leishmaniosis, ADEMÁS PUEDEN TENER :tenias ,pulgas , garrapatas, lombrices y otros parásitos",2019-02-06 20:34:26+00:00,0,0,,,
1093232030559670272,JessPetree,GodsSolider2018,"We need prayers for our little 3 mo old nephew. He's in ICU in critical condition with pneumonia and 2 strains of corona virus. So far, he's avoided a breathing tube. Please pray he recovers.",2019-02-06 19:36:42+00:00,0,0,,,
1093178521759952896,FluTrackers,,Saudi Arabia - 3 new coronavirus MERS cases: 1 is health care acquired https://flutrackers.com/forum/forum/novel-coronavirus-ncov-mers-2012-2014/saudi-arabia-coronavirus/806621-saudi-arabia-2019-mers-epiwk-6?p=806824#post806824 h/t Shiloh,2019-02-06 16:04:04+00:00,0,0,,,
1093171756989243392,sultanakisah,,Dinoflagellates Pyromidium bahamense var. compressum Leptospira interrogans Rabies virus Sarcoptes scabiei Bacillus anthracis Neisseria meningitides Avian influenza Human corona virus Nematode parasite Plasmodium falciparum Plasmodium vivax Plasmodium ovale Plasmodium malariae,2019-02-06 15:37:11+00:00,2,17,,,
1093147301701398529,ANursingInc,,"According to the World Health Organization, these are the most recent virus outbreaks in the world a. Middle East respiratory syndrome coronavirus (MERS-CoV) b. Ebola virus disease c. Yellow fever d. Poliomyelitis e. Hantavirus and Ebola virus disease #HealthCareForAll #Virus ",2019-02-06 14:00:01+00:00,0,1,,#HealthCareForAll #Virus,
1093140699862700032,amerynn,,New words in my vocabulary in the last week: Frostquake Bronchiolitis Coronavirus,2019-02-06 13:33:47+00:00,0,1,,,
1093132213036695552,24sante_fr,,Coronavirus : la Corée du Sud panique #Moyen-Orient https://saveurs-et-sante.com/sante/1644-coronavirus-coree-sud-panique,2019-02-06 13:00:03+00:00,0,0,,#Moyen,
1093129698928967680,24sante_fr,,Dix questions sur le MERS-Coronavirus #Moyen-Orient https://saveurs-et-sante.com/sante/1490-dix-questions-mers-coronavirus,2019-02-06 12:50:04+00:00,0,0,,#Moyen,
1093117114142150656,24sante_fr,,Coronavirus: la Corée du Sud panique #Moyen-Orient https://saveurs-et-sante.com/sante/1655-coronavirus-coree-sud-panique,2019-02-06 12:00:03+00:00,0,0,,#Moyen,
1093114594300751872,24sante_fr,,Résumé de l'évaluation du risque associé au coronavirus du syndrome respiratoire du Moyen-Orient (MERS-CoV) pour la santé publique ... #Moyen-Orient https://saveurs-et-sante.com/sante/1292850-resume-de-l-evaluation-risque-associe-coronavirus-syndrome-respiratoire-moyen-orient-mers-cov-sante-publique-canada,2019-02-06 11:50:03+00:00,0,0,,#Moyen,
1093039963740999681,RibbonDiagrams,,2KQW: SARS coronavirus-unique domain (SUD): Three-domain molecular architecture in solution and RNA binding. II: ... http://www.rcsb.org/pdb/explore.do?structureId=2KQW,2019-02-06 06:53:29+00:00,0,0,,,
1093000482732134400,drjosflynn,toates_19,"And don't forget adenovirus, coronavirus and rhinovirus. One of my PD patients managed to get all 3!",2019-02-06 04:16:36+00:00,0,2,,,
1092949840538058753,TrotLoeilArtist,,Me stuck home with the #flu and something called Coronavirus (yeah that’s a real thing) #sick #teacherlife,2019-02-06 00:55:22+00:00,0,1,,#flu #sick #teacherlife,
1093576476350468096,nahhhhhhhhhhhh_,,"Ugh we had a patient with coronavirus come in for an IV today and she coughed all over one of the bathrooms, we told her to wear a mask and she KEPT PULLING IT BELOW HER MOUTH like PLEASE MA'AM WE HAVE CANCER PATIENTS BACK HERE",2019-02-07 18:25:24+00:00,0,4,,,
1093573404760961025,JanetBarreto4,,"El control de la transmisión respiratoria del resfriado común causado por los coronavirus sería muy difícil, y probablemente no sea necesario debido a la moderación de la infección. No se dispone de ninguna vacuna ni tratamiento.",2019-02-07 18:13:11+00:00,0,0,,,
1093573403171319809,JanetBarreto4,,"El método de elección para detección de los coronavirus, es la detección del genoma vírico de ARN en muestras respiratorias y heces por RT-PCR. Su aislamiento requiere nivel 3 de seguridad biológica. La prueba ELISA se utiliza para estudiar sueros de fases aguda y convaleciente.",2019-02-07 18:13:11+00:00,0,0,,,
1093573399597723651,JanetBarreto4,,Coronavirus: La traducción del genoma se ejecuta en dos fases: la fase inicial produce una polimerasa de ARN (L) y la fase tardía produce proteínas estructurales y no estructurales a partir de un molde de ARN de sentido negativo. ,2019-02-07 18:13:10+00:00,0,0,,,
1093573398746288128,JanetBarreto4,,"La enfermedad producida por coronavirus aparece esporádicamente o bien en brotes durante los meses de invierno y primavera. Las infecciones afectan principalmente a lactantes y niños. El período de incubación es más prolongado (media, 3 días).",2019-02-07 18:13:10+00:00,0,0,,,
1093570911301758979,FluTrackers,,Saudi Arabia - 6 more coronavirus MERS cases today: 17 so far this week including what appears to be a hospital outbreak in Wadi Aldwasir city https://flutrackers.com/forum/forum/novel-coronavirus-ncov-mers-2012-2014/saudi-arabia-coronavirus/806621-saudi-arabia-2019-mers-epiwk-6-17-cases-to-date h/t Shiloh,2019-02-07 18:03:17+00:00,2,0,,,
1093567673496158208,JanetBarreto4,,"Los coronavirus reciben su nombre por el aspecto de sus viriones, semejante a una corona solar. Los coronavirus son viriones con envoltura y poseen el genoma más largo de ARN de cadena positiva (+). Los viriones miden entre 80-160 nm de diámetro. @DanielUribeF",2019-02-07 17:50:25+00:00,0,0,@DanielUribeF,,
1093556881354866689,spwells,,Middle East respiratory syndrome: An emerging coronavirus infection tracked by the crowd #TheNextSARS https://www.sciencedirect.com/science/article/pii/S0168170215000465,2019-02-07 17:07:32+00:00,1,4,,#TheNextSARS,
1093416938674507776,Vetmasi,,Discontools busca expertos de la industria veterinaria en Coronavirus y Equinococos. Más información y envío de candidaturas en el apartado de Ofertas y Demandas de empleo de Vetinnova: http://www.vetinnova.es/vetinnova-oferta-empleo/listado-de-ofertas-de-centros-empresas-para-investigadores/experts-from-industry-on-veterinary-coronaviruses-and-echinococcus_8192_265_8686_0_1_in.html #innojobs #sanidadanimal #animalhealth,2019-02-07 07:51:27+00:00,0,0,,#innojobs #sanidadanimal #animalhealth,
1093405566612004864,seatahh,,"In case u were wondering, coronavirus is a real thing and that’s the third thing added to my list of health conditions of the day ",2019-02-07 07:06:16+00:00,0,2,,,
1093390207439781888,faakto,,http://defaakto.com/2018/10/05/outbreak-coronavirus-saudi-arabia/ #SaudiArabia #coronavirus #outbreak,2019-02-07 06:05:14+00:00,0,0,,#SaudiArabia #coronavirus #outbreak,
1093319257646080007,DrToddLee,,ID call day 3. A challenge of a transplant patient with ARDS secondary to coronavirus 229e who is on ecmo. Is there any evidence for any treatment? How do we do our best for patients where there is scant or no evidence. First do no harm sometimes leads to inaction.,2019-02-07 01:23:18+00:00,0,4,,,
1093993886354235401,_UnMonoDesnudo,Katy_477,"Depende de la carrera universitaria, le reconozco que algunas sí que puede que de cultura aporten menos que nada. En todo caso me da la impresió, discúlpeme si me equivoco, de que vd. posee titulítis aguda ignorando si posee algún virus, si bien creo que no ",2019-02-08 22:04:02+00:00,0,0,,,
1093980437641379840,CDC_AMD,,"3) AMD Clips: Scope and extent of healthcare-associated Middle East respiratory syndrome coronavirus transmission during two contemporaneous outbreaks in Riyadh, Saudi Arabia, 2017. ",2019-02-08 21:10:36+00:00,0,0,,,
1093915908916105217,FluTrackers,,Saudi Arabia - How many of the recent Wadi Aldwasir city nosocomial coronavirus MERS cases are health care workers? https://flutrackers.com/forum/forum/novel-coronavirus-ncov-mers-2012-2014/saudi-arabia-coronavirus/806621-saudi-arabia-2019-mers-epiwk-6-24-cases-to-date?p=806978#post806978,2019-02-08 16:54:11+00:00,0,0,,,
1093904622517919750,FluTrackers,,"Saudi Arabia - 7 more coronavirus MERS cases announced today in what appears to be a large hospital outbreak in Wadi Aldwasir city, https://flutrackers.com/forum/forum/novel-coronavirus-ncov-mers-2012-2014/saudi-arabia-coronavirus/806621-saudi-arabia-2019-mers-epiwk-6-24-cases-to-date?p=806975#post806975 h/t Shiloh",2019-02-08 16:09:20+00:00,10,2,,,
1093904407123509249,EganBrockhoff,,"Since 2013 multiple deadly viruses affecting #swine have entered NA, including PED Virus and Swine Delta Coronavirus. During my farm visit on Monday I performed an audit of the feed-mill. Most ingredients from China. Have you talked feed-mill #biosecurity with your veterinarian?",2019-02-08 16:08:29+00:00,15,27,,#swine #biosecurity,
1093830727211278340,talk_about_sci,,ewcjOSLight: a unified platform for prefilled MERS coronavirus and electrochemical prosumer,2019-02-08 11:15:42+00:00,0,0,,,
1093816214114181120,laiguanaazul65,,"Os presento al señor Tap, mi chico. Le ha mutado el corona virus tiene 7 meses es un amor, andamos cuidandolo obligándole a comer dándole vitaminas. No se hasta donde llegará pero hasta donde llegue estaremos junto a él haciéndole sentirse el rey nuestro rey. ",2019-02-08 10:18:02+00:00,0,0,,,
1093796579914346496,GDNonline,,Twenty people diagnosed with coronavirus in Saudi #KSA #Middleeast #coronavirus Read more: http://www.gdnonline.com/Details/483990/Twenty-people-diagnosed-with-coronavirus-in-Saudi,2019-02-08 09:00:01+00:00,0,0,,#KSA #Middleeast #coronavirus,
1093720255778775041,QaJHTzYVUOgEcda,,Очень скучаю по своей кошечке.Помесь сфинкса и сибирского кота.Коронаровирусная инфекция Feline Coronavirus (FCoV) моментально убило такое великолепное и грациозное создание.Сколько силы было в этих глазах.Преданное животное всегда было рядом.Океан спокойствия в небольшом тельце.,2019-02-08 03:56:43+00:00,0,0,,,
1094310250289737731,thelonevirologi,,#Coronavirus endoribonuclease activity in porcine epidemic diarrhea virus suppresses type I and type III interferon responses https://jvi.asm.org/content/early/2019/02/04/JVI.02000-18,2019-02-09 19:01:09+00:00,0,0,,#Coronavirus,
1094206030576259072,lovevetmed,,FIP (Feline Infectious Peritonitis) represents a debilitating and fatal disease caused by FCoV (Feline Coronavirus). https://loom.ly/4zy4zsE #article #blog #cats #FIP #coronavirus #veterinarymedicine #iloveveterinary #lovevetmed,2019-02-09 12:07:01+00:00,0,0,,#article #blog #cats #FIP #coronavirus #veterinarymedicine #iloveveterinary #lovevetmed,
1094741206431608832,HugoGonzaloMM,,"Coronavirus Los coronavirus (CoV) se han detectado en todo el mundo en varias especies de murciélagos, que se consideran el reservorio principal. Fuente: Science Direct 15/01/19 https://doi.org/10.1016/j.virusres.2018.11.007",2019-02-10 23:33:37+00:00,0,0,,,
1094667298495975425,AHomeworks,,The role of superspreading in Middle East respiratory syndrome coronavirus ,2019-02-10 18:39:56+00:00,0,0,,,
1094667286613540864,HomeworkBest,,The role of superspreading in Middle East respiratory syndrome coronavirus https://besthomeworkhelp.org/the-role-of-superspreading-in-middle-east-respiratory-syndrome-coronavirus/,2019-02-10 18:39:53+00:00,0,0,,,
1094657248788393987,GDNonline,,Seven new cases of coronavirus discovered as 30-year-old patient dies #SaudiArabia #coronavirus http://www.gdnonline.com/Details/484234/Seven-new-cases-of-coronavirus-discovered-as-30-year-old-patient-dies,2019-02-10 18:00:00+00:00,0,0,,#SaudiArabia #coronavirus,
1094651441157890049,RazasPorcinas,,Descubren un nuevo coronavirus llamado Síndrome de Diarrea Aguda Porcina (SADS-CoV). - https://razasporcinas.com/?p=178907&amp;utm_source=SocialAutoPoster&amp;utm_medium=Social&amp;utm_campaign=Twitter&amp;wpwautoposter=1549820215,2019-02-10 17:36:55+00:00,0,0,,,
1094555455802626049,XxQueen_KarmaxX,,What else is life gonna throw at us..... December noah had a cold. January he had rhinovirus coronavirus and RSV it’s now February and he’s had influenza and now we’re taking him to the ER again.... I don’t know what else to do ,2019-02-10 11:15:31+00:00,0,0,,,
1094485667197808640,rubidium73,senoritaynah,Ikaw na madam sayo na talga ang corona(virus) HAHAH,2019-02-10 06:38:12+00:00,0,2,,,
1094431074753536000,MicrobesInfect,,"Saudi Arabia reported 7 #MERS-CoV cases, all of them linked to what appears to be a hospital-related outbreak in Wadi ad-Dawasir. The country has reported a steady rise in MERS-CoV cases since the 1st of the year, with 40 reported so far. http://www.cidrap.umn.edu/news-perspective/2019/02/saudi-arabia-reports-more-mers-wadi-ad-dawasir-outbreak #coronavirus ",2019-02-10 03:01:16+00:00,9,6,,#MERS #coronavirus,
1095056101874253826,AHA1R,,Middle East respiratory syndrome coronavirus (#MERS-CoV) – #Oman via ⁦@WHO⁩ – at Cottondale Florida,2019-02-11 20:24:54+00:00,0,0,@WHO,#MERS #Oman,
1095043807459053570,AlaliaMb,,WHO | Middle East respiratory syndrome coronavirus (MERS-CoV) – Oman http://www.who.int/csr/don/11-february-2019-mers-oman/en/,2019-02-11 19:36:03+00:00,0,1,,,
1095040735022338049,MariamMansouri,,WHO | Middle East respiratory syndrome coronavirus (MERS-CoV) – Oman https://www.who.int/csr/don/11-february-2019-mers-oman/en/,2019-02-11 19:23:50+00:00,1,4,,,
1095035472198410240,FluTrackers,,WHO report of previously known cases: Middle East respiratory syndrome coronavirus (MERS-CoV) – Oman (11 February 2019) https://flutrackers.com/forum/forum/novel-coronavirus-ncov-mers-2012-2014/novel-coronavirus-who-chp-wpro-ecdc-oie-fao-moa-reports-and-updates/807191-middle-east-respiratory-syndrome-coronavirus-mers-cov-%C2%96-oman-11-february-2019 h/t Shiloh,2019-02-11 19:02:56+00:00,1,0,,,
1095035206095044608,sydddddddd,,"Trying to think of which virus I have from being a nurse on a respiratory floor during respiratory season. Is it RSV, human metapneuma, corona, adeno, paraflu, rhinoentero?? Idk but whichever it is has got me DOWN ",2019-02-11 19:01:52+00:00,0,5,,,
1095034875738959872,amdotorg,,Middle East respiratory syndrome coronavirus (MERS-CoV) – Oman http://dlvr.it/QygRqW,2019-02-11 19:00:33+00:00,0,0,,,
1095018380535480320,qualitatiss,,Middle East respiratory syndrome coronavirus (MERS-CoV) – Oman https://buff.ly/2N0Tpnh,2019-02-11 17:55:01+00:00,0,0,,,
1094999818424836097,talk_about_sci,,"With your help, we can cure dynamical MERS coronavirus.",2019-02-11 16:41:15+00:00,0,0,,,
1094996927194771456,ongCSolidaria,,"Via #RevistaAutismo: Alerta da #OMS — Organização Mundial da Saúde (em inglês): Middle East respiratory syndrome coronavirus (MERS-CoV) – Oman From 27 January and 31 January 2019, the International Health Regulations (IHR) National Focal... http://www.who.int/csr/don/11-february-2019-mers-oman/en/",2019-02-11 16:29:46+00:00,0,0,,#RevistaAutismo #OMS,
1094996762190856192,sakrumverum,,"Middle East respiratory syndrome coronavirus (MERS-CoV) – Oman From 27 January and 31 January 2019, the International Health Regulations (IHR) National Focal Point of Oman reported five cases of Middle East respiratory syndrome coronavirus (MERS-CoV) infection.",2019-02-11 16:29:06+00:00,0,0,,,
1094996725926903808,JrjHopkins,,Disease outbreak news from the WHO: Middle East respiratory syndrome coronavirus (MERS-CoV) – Oman http://bit.ly/2TJEFvs,2019-02-11 16:28:58+00:00,0,0,,,
1094996684818522115,JGCusano,,Disease outbreak news from the WHO: Middle East respiratory syndrome coronavirus (MERS-CoV) – Oman http://bit.ly/2TJEFvs,2019-02-11 16:28:48+00:00,0,0,,,
1094996674437672965,VMichaelsen,,Disease outbreak news from the WHO: Middle East respiratory syndrome coronavirus (MERS-CoV) – Oman http://bit.ly/2TJEFvs,2019-02-11 16:28:45+00:00,0,0,,,
1094996670478274561,KelvinBass13,,Disease outbreak news from the WHO: Middle East respiratory syndrome coronavirus (MERS-CoV) – Oman http://bit.ly/2TJEFvs,2019-02-11 16:28:44+00:00,0,0,,,
1094996657014480897,ImutzKucing,,Disease outbreak news from the WHO: Middle East respiratory syndrome coronavirus (MERS-CoV) – Oman #who http://www.who.int/entity/csr/don/11-february-2019-mers-oman/en/index.html,2019-02-11 16:28:41+00:00,0,0,,#who,
1094996644997795840,Seb_Dax,,Disease outbreak news from the WHO: Middle East respiratory syndrome coronavirus (MERS-CoV) – Oman http://bit.ly/2TJEFvs,2019-02-11 16:28:38+00:00,0,0,,,
1094996644293160962,PublicHealthRTs,,Disease outbreak news from the WHO: Middle East respiratory syndrome coronavirus (MERS-CoV) – Oman http://bit.ly/2TJEFvs,2019-02-11 16:28:38+00:00,0,0,,,
1094996638492442627,JohnJasonFallow,,Disease outbreak news from the WHO: Middle East respiratory syndrome coronavirus (MERS-CoV) – Oman http://bit.ly/2TJEFvs,2019-02-11 16:28:37+00:00,0,0,,,
1094996618783408133,vagusbum,,Disease outbreak news from the WHO: Middle East respiratory syndrome coronavirus (MERS-CoV) – Oman http://bit.ly/2TJEFvs,2019-02-11 16:28:32+00:00,0,0,,,
1094996615918694400,DNRI10,,Disease outbreak news from the WHO: Middle East respiratory syndrome coronavirus (MERS-CoV) – Oman http://bit.ly/2E639K9,2019-02-11 16:28:31+00:00,0,0,,,
1094996611208568832,jermaineyoung,,"Disease outbreak news from the WHO: Middle East respiratory syndrome coronavirus (MERS-CoV) – Oman From 27 January and 31 January 2019, the International Health Regulations (IHR) National Focal Point of Oman reported five cases of Middle East respiratory syndrome coronavirus…",2019-02-11 16:28:30+00:00,0,0,,,
1094996485794660353,tomonr1984,,"Disease outbreak news from the WHO: Middle East respiratory syndrome coronavirus (MERS-CoV) – Oman From 27 January and 31 January 2019, the International Health Regulations (IHR) National Focal Point of Oman reported five cases of Middle East respiratory… ",2019-02-11 16:28:00+00:00,0,0,,,
1094996355871883264,Sykedamagician,,Disease outbreak news from the WHO: Middle East respiratory syndrome coronavirus (MERS-CoV) – Oman http://bit.ly/2TJEFvs,2019-02-11 16:27:29+00:00,0,0,,,
1094996291157925894,Jrrylee,,Disease outbreak news from the WHO: Middle East respiratory syndrome coronavirus (MERS-CoV) – Oman http://bit.ly/2TJEFvs,2019-02-11 16:27:14+00:00,0,0,,,
1094996242478911488,RevistaAutismo,,"Alerta da #OMS — Organização Mundial da Saúde (em inglês): Middle East respiratory syndrome coronavirus (MERS-CoV) – Oman From 27 January and 31 January 2019, the International Health Regulations (IHR) National Focal... http://www.who.int/csr/don/11-february-2019-mers-oman/en/",2019-02-11 16:27:02+00:00,0,1,,#OMS,
1094996222681714688,Zeitungsanzeige,,Disease outbreak news from the WHO: Middle East respiratory syndrome coronavirus (MERS-CoV) – Oman http://bit.ly/2TJEFvs,2019-02-11 16:26:58+00:00,0,0,,,
1094996210807640064,AstroNetDkIOT,,"Disease outbreak news from the WHO: Middle East respiratory syndrome coronavirus (MERS-CoV) – Oman From 27 January and 31 January 2019, the International Health Regulations (IHR) National Focal Point of Oman reported five cases of Middle East respiratory… http://bit.ly/2thVYs4",2019-02-11 16:26:55+00:00,0,0,,,
1094996148924887043,OWMorgan,,"Latest publication of Disease Outbreak News from @WHO #outbreaks #LI Middle East respiratory syndrome coronavirus (MERS-CoV) – Oman http://bit.ly/2TJEFvs From 27 January and 31 January 2019, the International Health Regulations (IHR) National Focal Point of Oman reported five…",2019-02-11 16:26:40+00:00,0,3,@WHO,#outbreaks #LI,
1094995984940183553,rimafeps,,Disease outbreak news from the WHO: Middle East respiratory syndrome coronavirus (MERS-CoV) – Oman http://bit.ly/2TJEFvs,2019-02-11 16:26:01+00:00,0,0,,,
1094982231020449792,FluTrackers,,Saudi Arabia - 7 more coronavirus MERS cases today: 6 in Wadi Aldwasir city https://flutrackers.com/forum/forum/novel-coronavirus-ncov-mers-2012-2014/saudi-arabia-coronavirus/807105-saudi-arabia-2019-mers-epiwk-7-10-cases-to-date?p=807182#post807182 h/t Shiloh,2019-02-11 15:31:22+00:00,3,2,,,
1094912065272205313,meisterkurs,,"Befund meiner Tochter gelesen. Sie hatte das Corona-Virus. Corona? Mit 15?!? Da sie wieder gesund ist, gleich mal Hausarrest geben.",2019-02-11 10:52:33+00:00,0,8,,,
1094908206474616832,RazasPorcinas,,Descubren un nuevo coronavirus llamado Síndrome de Diarrea Aguda Porcina (SADS-CoV). - https://razasporcinas.com/?p=178907&amp;utm_source=SocialAutoPoster&amp;utm_medium=Social&amp;utm_campaign=Twitter&amp;wpwautoposter=1549881433,2019-02-11 10:37:13+00:00,0,0,,,
1094890789421936641,wam330,,@MethodistHosp up with mom-can’t breathe. No echo of heart. #closedontheweekend #lungcancerpatient #coronavirus #MyChartsaid10pmFeb10,2019-02-11 09:28:00+00:00,0,0,@MethodistHosp,#closedontheweekend #lungcancerpatient #coronavirus #MyChartsaid10pmFeb10,
1094835792168415232,MiguelLH_13,,Los coronavirus son viriones con envoltura y poseen el genoma más largo de ARN (+). Las glucoproteínas de las superficie de la envoltura dan lugar a “la corona” lo que le permite soportar las condiciones del tubo digestivo y diseminarse por vía oral-fecal ,2019-02-11 05:49:28+00:00,0,0,,,
1094833542301794304,MiguelLH_13,,"Los coronavirus reciben sus nombre por el aspecto q presentan sus viriones (a una corona solar), son la segunda causa más frecuente del resfriado común. Han causado brotes de síndrome respiratorio grave (SARS) en China. También se han ligado a la gastroenteritis @DanielUribeF",2019-02-11 05:40:32+00:00,0,0,@DanielUribeF,,
1094820859993296896,wam330,,@MethodistHosp Mom has been here since Friday am. Cardio requested heart echo then. Still has not been done. #lungcancerpatient #coronavirus #walters1921,2019-02-11 04:50:08+00:00,0,0,@MethodistHosp,#lungcancerpatient #coronavirus #walters1921,
1094819856292241409,wam330,,@MethodistHosp mom here since Friday am. Cardio requested echo then. Still not done. #lungcancerpatient#coronavirus#cantbreathe #walters1921,2019-02-11 04:46:09+00:00,0,0,@MethodistHosp,#walters1921,
1094778280958410752,FluTrackers,,Saudi Arabia - 3 coronavirus MERS cases announced https://flutrackers.com/forum/forum/novel-coronavirus-ncov-mers-2012-2014/saudi-arabia-coronavirus/807105-saudi-arabia-2019-mers-epiwk-7 h/t Shiloh,2019-02-11 02:00:56+00:00,2,1,,,
1094758453845712897,talk_about_sci,,introgression MERS coronavirus gene drive.,2019-02-11 00:42:09+00:00,0,0,,,
1095418974966370309,faakto,,http://defaakto.com/2018/10/05/outbreak-coronavirus-saudi-arabia/ #SaudiArabia #MERS #coronavirus #OutbreakIntelligence,2019-02-12 20:26:50+00:00,0,0,,#SaudiArabia #MERS #coronavirus #OutbreakIntelligence,
1095406395799756800,RazasPorcinas,,Las muestras de granja por Coronavirus dieron positivo en EE.UU.: 359 casos - https://razasporcinas.com/?p=9936&amp;utm_source=SocialAutoPoster&amp;utm_medium=Social&amp;utm_campaign=Twitter&amp;wpwautoposter=1550000210,2019-02-12 19:36:51+00:00,0,0,,,
1095402943463907330,talk_about_sci,,MERS coronavirus-based method for gas-phase asteroid,2019-02-12 19:23:07+00:00,0,0,,,
1095398699742740481,DijkmanRonald,,The final version of this master piece is finally online https://doi.org/10.7554/eLife.42037 @eLife great job! @PhilipVkovski @ProfVolkerThiel #coronavirus #MERS,2019-02-12 19:06:16+00:00,0,8,@eLife @PhilipVkovski @ProfVolkerThiel,#coronavirus #MERS,
1095388837164040192,muscat_daily,,One new case of Middle East Respiratory Syndrome coronavirus (MERS-CoV) has been reported in Oman. .@OmaniMOH The patient has been given necessary medical treatment.,2019-02-12 18:27:04+00:00,1,0,@OmaniMOH,,
1095381867921108998,SciG7,,Middle East respiratory syndrome (MERS)is a viral respiratory disease caused by a novel coronavirus(Middle East respiratory syndrome coronavirus or MERS‐CoV) that was first identified in Saudi Arabia in 2012 Approximately 35% of reported patients with MERS-CoV infection have died ,2019-02-12 17:59:23+00:00,1,2,,,
1095378321133764610,MyVet_,,"Did you know that a few weeks ago, equine coronavirus in horses has been detected in the United Kingdom? Read more about it here: https://veterinaryrecord.bmj.com/content/early/2018/12/07/vr.105098",2019-02-12 17:45:17+00:00,0,0,,,
1095372759457124352,dezorgsector,,WHO: Middle East respiratory syndrome coronavirus (MERS-CoV) – Oman http://dlvr.it/QylBL8,2019-02-12 17:23:11+00:00,0,0,,,
1095356595096117248,Crof,,WHO: Middle East respiratory syndrome coronavirus (#MERS-CoV) – Oman,2019-02-12 16:18:57+00:00,1,0,,#MERS,
1095345938963550208,VackvSuG,,"SARS/CoV Complete despite a Antiandrogens 46XY androgen insensitivity syndrome the database has been modified to a coronavirus SARS-CoV nucleocapsid protein (N). April 1, 2006... ",2019-02-12 15:36:37+00:00,0,0,,,
1095319085745930240,sci_questions,JemimaBurden,"You are correct, coronaviruses do exit cells in vesicles. I see them in the ERGIC too. This is unlike a coronavirus.",2019-02-12 13:49:54+00:00,0,1,,,
1095297253743489027,sci_questions,JemimaBurden,I think its a mixed infection/contamination. Could be coronavirus but I cannot say for sure. It could also be adenovirus. Any chance the person culturing the cells had a recent cold?,2019-02-12 12:23:09+00:00,0,4,,,
1095286725876817920,Alerta_V_Costa,,#Nacional Nuevo virus que circula por los chats de #WhatsApp es capaz de robar los datos de cuentas bancarias Actualmente WhatsApp se corona como la herramienta de mensajería con más usuarios en todo el mundo... https://www.facebook.com/1575838689386214/posts/2012938709009541/,2019-02-12 11:41:19+00:00,0,0,,#Nacional #WhatsApp,
1095284868676767744,JemimaBurden,StrangVirusLab,"Sounds interesting - will investigate further - thanks! Don't coronavirus's bud away from the cytoplasm? These look to form ""de novo"" in the cytoplasm?",2019-02-12 11:33:56+00:00,0,0,,,
1095281400029368326,StrangVirusLab,Davidbhella,"Just a wild guess: my first thought was mature and immature coronavirus. Right place, right size, very uniform glycoprotein distribution etc",2019-02-12 11:20:09+00:00,0,2,,,
1095276856419500034,Saudi_Gazette,,The control and command center of the #Health Ministry (@SaudiMOH) announced the appearance of 24 new cases of the #MiddleEast Deficiency Syndrome Coronavirus (MERS-CoV) in #SaudiArabia.,2019-02-12 11:02:06+00:00,3,0,@SaudiMOH,#Health #MiddleEast #SaudiArabia,
1095276818440048640,LiveEdges,,"#plague MERS in Saudi Arabia and Oman http://outbreaknewstoday.com/mers-saudi-arabia-oman-96688/ The spike in Middle East respiratory syndrome coronavirus (MERS-CoV) infections in Saudi Arabia continues with the kingdom’s health ministry reporting seven additional cases yesterday, bringing the total cases for t…",2019-02-12 11:01:57+00:00,0,0,,#plague,
1095245485865160704,DrElhakim,,Middle East respiratory syndrome coronavirus (MERS-CoV) – Oman https://www.who.int/csr/don/11-february-2019-mers-oman/en/#.XGKKXAM0_2Y.twitter,2019-02-12 08:57:27+00:00,3,1,,,
1095140770942611456,atomicthumbs,DetroitQSpider,how about mutated SARS coronavirus for that early 00s feel,2019-02-12 02:01:21+00:00,0,1,,,
1095113243784179715,VE6AEQ,psychdr100,"Rabies, smallpox, polio, AIDS, ecoli, MRSA, VRSA, legionella, coronavirus, plasmodium, Ebola, chlamydia, syphilis, TB, influenza. This is a moronic zealot. I hope he receives a @AwardsDarwin for his ignorance. I loathe bad science education, it’s my pet peeve.",2019-02-12 00:11:58+00:00,0,1,@AwardsDarwin,,
1095814305726038018,ymaalaskar,,@Coronavirus_sch فيديو خطير جداً .. قمه الاستهتار والجهل .. العلم يؤكد ان السبب المباشر للإصابه بإفايروس كرونا هو الجمل ..لا تعليق,2019-02-13 22:37:44+00:00,0,1,@Coronavirus_sch,,
