,username,to,text,date,retweets,favorites,mentions,hashtags,geo,new date
1219402428161974278,Gurdur,,"1/n OK, #health, time to talk about the new #coronavirus. @patchfarmstead was the first to bring it up with me, so: Q: Is it a really big thing, &amp; should we worry? A: Probably not, but we don't know yet. Could get rly big; unlikely, but possible.",2020-01-20 23:32:48+00:00,4,8,@patchfarmstead,#health #coronavirus,,2020-1-20
1219402387682521093,AlexHndzGtz,,Así cuando pidan de #amazon #Wish #shein #AlibabaExpress #coronavirus ,2020-01-20 23:32:39+00:00,0,0,,#amazon #Wish #shein #AlibabaExpress #coronavirus,,2020-1-20
1219402372385914880,numnim2554,, สาวแต่งชุดวาบหวิวใส่บาตรยามเช้าขอโทษ แจงแค่อยากทำบุญ #สะมารองก๊องแก๊ง #coronavirus #จากใจผู้สาวคนนี้ #BlueMonday #คาราโอเกะชั้นใต้ดิน #BoyWithLuv http://www.socialhot24.com/news102181.html?d=21012020&amp;f=53857,2020-01-20 23:32:35+00:00,0,1,,#coronavirus #BlueMonday #BoyWithLuv,,2020-1-20
1219402310024982534,numnim2553,, สาวแต่งชุดวาบหวิวใส่บาตรยามเช้าขอโทษ แจงแค่อยากทำบุญ #สะมารองก๊องแก๊ง #coronavirus #จากใจผู้สาวคนนี้ #BlueMonday #คาราโอเกะชั้นใต้ดิน #BoyWithLuv http://www.socialhot24.com/news102181.html?d=21012020&amp;f=53857,2020-01-20 23:32:20+00:00,0,1,,#coronavirus #BlueMonday #BoyWithLuv,,2020-1-20
1219402284574150680,astorhenriquez,rwang0, #CoronaVirus #China Podría ser un caos por el movimiento de viajeros por la fiesta del año nuevo chino.,2020-01-20 23:32:14+00:00,1,1,,#CoronaVirus #China,,2020-1-20
1219402186544885760,CycloneLa,,#coronavirus Dans deux semaines on va tous parler chinois. ,2020-01-20 23:31:51+00:00,6,17,,#coronavirus,,2020-1-20
1219402179515244544,GregCoh75420032,,"Même plus besoin de regarder des Séries US ..T’as juste à regarder les infos..entre les pandémies, le terrorisme islamique , les révoltes, les guerres, les feux de forêt , les volcans , les ouragans t’as ton lot de sensation chaque jour ..#coronavirus ",2020-01-20 23:31:49+00:00,0,0,,#coronavirus,,2020-1-20
1219402085092839424,numnim2551,, สาวแต่งชุดวาบหวิวใส่บาตรยามเช้าขอโทษ แจงแค่อยากทำบุญ #สะมารองก๊องแก๊ง #coronavirus #จากใจผู้สาวคนนี้ #BlueMonday #คาราโอเกะชั้นใต้ดิน #BoyWithLuv,2020-01-20 23:31:27+00:00,0,1,,#coronavirus #BlueMonday #BoyWithLuv,,2020-1-20
1219402056622071809,PonchoMunoz,,Por un lado ahora sufriendo por el #CoronaVirus y por otro reportan GRAN avance con la lucha contra el cáncer ,2020-01-20 23:31:20+00:00,0,2,,#CoronaVirus,,2020-1-20
1219401923457056771,DweinSoto,MariettaDaviz,Inspeccionando en el mismo avión. #coronavirus ,2020-01-20 23:30:48+00:00,1,0,,#coronavirus,,2020-1-20
1219401892473856003,SolanoLuisa,DrGiovanniD, Hoy le he ganado terreno a ese tal #coronavirus ,2020-01-20 23:30:41+00:00,0,1,,#coronavirus,,2020-1-20
1219401860655865856,33y45rpm,,https://news.un.org/es/story/2020/01/1468221 #coronavirus,2020-01-20 23:30:33+00:00,0,0,,#coronavirus,,2020-1-20
1219401860483887104,Langouu,,#coronavirus La c'est le bon moment pour fermer les frontières rapidement rien ne rentre rien ne sort hein,2020-01-20 23:30:33+00:00,0,0,,#coronavirus,,2020-1-20
1219401855668838400,ChacoEnLineaInf,,"La nueva cepa de coronavirus se ha vuelto más fuerte y puede propagarse entre los humanos, dice experto chino en enfermedades respiratorias. #Coronavirus #Propagacion #EnfermedadesRespiratorias",2020-01-20 23:30:32+00:00,2,0,,#Coronavirus #Propagacion #EnfermedadesRespiratorias,,2020-1-20
1219401851579387905,_def7soul_,,Verdict : les études c’est plus la peine :)) #coronavirus,2020-01-20 23:30:31+00:00,0,0,,#coronavirus,,2020-1-20
1219401775247241217,DailyHiveTO,,#Coronavirus outbreak in China prompts additional screening at Canadian airports http://ow.ly/cUZH50y0mJO,2020-01-20 23:30:13+00:00,0,2,,#Coronavirus,,2020-1-20
1219401757006036992,EatDrinkCricket,,What's this coronavirus outbreak I'm seeing and can be cured by a lemon wedge? #coronavirus,2020-01-20 23:30:08+00:00,0,0,,#coronavirus,,2020-1-20
1219401732855197696,thomdixon,billbirtles,Temperature checks commenced #Wuhan #coronavirus ,2020-01-20 23:30:03+00:00,1,1,,#Wuhan #coronavirus,,2020-1-20
1219401562424070145,NowImNothing_,CNN,"The beginning of the end. . Don’t shake hands, wash your hands and face often, don’t share food, cups, towels or garments. Good luck. #coronavirus ",2020-01-20 23:29:22+00:00,1,1,,#coronavirus,,2020-1-20
1219401477778812929,Jayanthi_ngp,,Avec le #coronavirus on va plus pouvoir voyager en Asie la,2020-01-20 23:29:02+00:00,0,1,,#coronavirus,,2020-1-20
1219401432132136962,eyadbalbooul,,#وزير_التعليم_في_الصوره #الفيصلي_الهلال #coronavirus #انتبه_لنفسك #عبودي_باد_احوبك #,2020-01-20 23:28:51+00:00,0,1,,#coronavirus,,2020-1-20
1219401352851460097,Pocahantas_M,,Les gens qui se sont rendus en chine au Japon où je ne sais où aller voir un médecin meme très vite #coronavirus,2020-01-20 23:28:32+00:00,0,0,,#coronavirus,,2020-1-20
1219401341740748800,DorianGio,,Dernier train pour busan ?? #coronavirus ,2020-01-20 23:28:29+00:00,3,16,,#coronavirus,,2020-1-20
1219401235549257728,KiqueJournalist,,"Si siguen comprando en #Wish, nos va a llegar más rápido el #CoronaVirus.",2020-01-20 23:28:04+00:00,0,1,,#Wish #CoronaVirus,,2020-1-20
1219401226560966656,abrahammata_,,"Hice una simulación del #coronavirus en un juego llamado Plague In con toda la información hasta ahora y estoy feliz porque gané, el virus mató a todo el mundo. ",2020-01-20 23:28:02+00:00,14,61,,#coronavirus,,2020-1-20
1219401115478962178,Papa_Castro,,Faudrait pas qu'un travailleur.euse ait toussé son #coronavirus sur le jouet #madeInChina que tu offres à ton gamin ou sur ton nouveau smartphone. C'est ça aussi une économie liberalisée et internationale.,2020-01-20 23:27:35+00:00,0,1,,#coronavirus #madeInChina,,2020-1-20
1219401107409199104,CryptoJ0ules,Bleeding_Crypto,When you think you have the flu but you really have #coronavirus #2019-nCoV #SARS2,2020-01-20 23:27:34+00:00,0,1,,#coronavirus #SARS2,,2020-1-20
1219401020255633408,plushykiara,,Which size is the best size ? #MLKDay #GunSenseMajority #coronavirus #MLK2020 #IHaveADream #nitekap2k20 #selfiesforjonah #MondayMood #SadiclikTamam #GunRally #قابوس_بن_سعيد #HappyMonday #عبودي_باد_احوبك #MartinLutherKing #MLKDay2020 #1linewed,2020-01-20 23:27:13+00:00,0,0,,#MLKDay #MLKDay #GunSenseMajority #coronavirus #MLK2020 #IHaveADream #nitekap2k20 #selfiesforjonah #MondayMood #SadiclikTamam #GunRally #HappyMonday #MartinLutherKing #MartinLutherKing #MLKDay2020 #1linewed,,2020-1-20
1219400855528468481,Mcarr916,CleanPlanes,Could new #coronavirus trigger the next global recession? Here's a strong argument for the airlines to proactively meet the emerging threat to their passengers and crews.@united @delta @emirates @cathaypacific @crankyflier @thatjohn @RunwayGirl @themiddleseat @latimestravel,2020-01-20 23:26:33+00:00,0,0,@united @Delta @emirates @cathaypacific @crankyflier @thatjohn @RunwayGirl @TheMiddleSeat @latimestravel,#coronavirus,,2020-1-20
1219400833013559296,RebeccaRambar,,La #Chine a confirmé que le nouveau #Coronavirus de type #SRAS qui a tué 3 personnes se propage entre humains. L'équipe de la Commission nationale de la santé a déclaré que 14 agents de santé avaient attrapé la #Pneumonie virale lors du traitement des patients. #Virus #China,2020-01-20 23:26:28+00:00,13,11,,#Chine #Coronavirus #SRAS #Pneumonie #Virus #China,,2020-1-20
1219400770518495234,Javier_Harb,,"Primero #WWIll, ahora #coronavirus al parecer alguien esta jugando plague inc. pero hay que tomar muchas precauciones no queremos que se desate una pandemia.",2020-01-20 23:26:13+00:00,0,1,,#WWIll #coronavirus,,2020-1-20
1219400757117624320,westaustralian,,Direct flights from a Chinese city to Australia will be screened as concerns mount for a deadly new form of viral pneumonia http://bit.ly/2NK3lCV #coronavirus #auspol,2020-01-20 23:26:10+00:00,3,4,,#coronavirus #auspol,,2020-1-20
1219400738562027521,HSBnoticias,,¡#OMS convoca a comité de #emergencia! Confirmó #contagio entre #humanos de #coronavirus ,2020-01-20 23:26:06+00:00,0,1,,#OMS #emergencia #contagio #humanos #coronavirus,,2020-1-20
1219400718714408961,SrTrendingTopic,,Con la tendencia #coronavirus se comparte los detalles de este virus que tiene alertadas a la autoridades. http://mexico.srtrendingtopic.com/trend/192675/2020-01-20/2020-01-20/coronavirus.html,2020-01-20 23:26:01+00:00,1,0,,#coronavirus,,2020-1-20
1219400706186260481,itsJayrd,,Dites vous ya des mec ils vont faire 8 ans d'étude pour faire dentiste pour au final se faire baiser par une grippe #coronavirus,2020-01-20 23:25:58+00:00,0,0,,#coronavirus,,2020-1-20
1219400695377428480,PonchoMunoz,,Aun recuerdo como reaccionó México -Se suspendieron por 2 o 3 días las escuelas -Se suspendieron por 2 o 3 días las jornadas laborales -Se agotaron y subieron su precio los #cubrebocas -Los garrafones de agua se agotaron en algunas tiendas de autoservicio #coronavirus ,2020-01-20 23:25:55+00:00,1,4,,#cubrebocas #coronavirus,,2020-1-20
1219400683750862849,PonchoMunoz,,"El 29 de abril del 2009, hace casi 11 años, el mundo despertó con la noticia de la pandemia de #influenza AH1N1 #coronavirus ",2020-01-20 23:25:53+00:00,2,4,,#influenza #coronavirus,,2020-1-20
1219400673827094529,Go_GoSox,,"Also, if our President is such a germaphobe why hasn’t he freaked out and quarantined China and halted fish from the West coast? #coronavirus",2020-01-20 23:25:50+00:00,0,0,,#coronavirus,,2020-1-20
1219400498320760833,syldube47,,"On saura si ce #coronavirus peut nous affecter un jour au Canada. Selon les spécialistes, il ne serait pas très mortel ",2020-01-20 23:25:08+00:00,0,0,,#coronavirus,,2020-1-20
1219400394608201728,DailyHiveYEG,,#Coronavirus outbreak in China prompts additional screening at Canadian airports http://ow.ly/6gnd50y0mKV,2020-01-20 23:24:44+00:00,0,0,,#Coronavirus,,2020-1-20
1219400381832273920,Zyly42,,Screening already #coronavirus ,2020-01-20 23:24:41+00:00,0,0,,#coronavirus,,2020-1-20
1219400333656543233,DailyHiveYYC,,#Coronavirus outbreak in China prompts additional screening at Canadian airports http://ow.ly/cqsm50y0mKN,2020-01-20 23:24:29+00:00,1,2,,#Coronavirus,,2020-1-20
1219400311556603905,chuugamer,,#COAC2020P1 #SackWoodward #coronavirus #BlueMonday #AskHalsey #GoAwayWithLOEY #toonme #AsimRiaz #AbLeg,2020-01-20 23:24:24+00:00,0,1,,#COAC2020P1 #SackWoodward #coronavirus #BlueMonday #AskHalsey #GoAwayWithLOEY #toonme #AsimRiaz #AbLeg,,2020-1-20
1219400283903725568,HatchondoBruno,,Cette histoire de #coronavirus on croirait à une histoire de bière contaminée,2020-01-20 23:24:17+00:00,0,0,,#coronavirus,,2020-1-20
1219400257768955907,DailyHiveMTL,,#Coronavirus outbreak in China prompts additional screening at Canadian airports http://ow.ly/8cQD50y0mKp,2020-01-20 23:24:11+00:00,1,1,,#Coronavirus,,2020-1-20
1219400241453129728,garbengui,,Atenção malta novo vírus #coronavirus,2020-01-20 23:24:07+00:00,0,0,,#coronavirus,,2020-1-20
1219400233555320834,taymarch,,BBC News - New China virus: Cases triple as infection spreads to Beijing and Shanghai @PSYCHICTWINS #Predictions2019 #Predictions2020 #Epidemic #CoronaVirus #Outbreak #China #Asia #Beijing #Shanghai,2020-01-20 23:24:05+00:00,2,9,@PSYCHICTWINS,#Predictions2019 #Predictions2020 #Epidemic #CoronaVirus #Outbreak #China #Asia #Beijing #Shanghai,,2020-1-20
1219400167570452480,Yasuke18142602,,"Les manifs en France, l'Australie qui crame, les tensions entre les U.S.A et l'Iran, le #coronavirus en Chine, il manque plus que le dadjall se manifeste avec un full aux As spécial 4 Cavaliers est nous aurons la complête, salade tomate oignon frites avec sauce apocaliptique...!",2020-01-20 23:23:49+00:00,0,1,,#coronavirus,,2020-1-20
1219400024809005061,PaparazzoRN,,"Primeiro a água, agora... #coronavirus ",2020-01-20 23:23:15+00:00,11,167,,#coronavirus,,2020-1-20
1219399988054282245,LilPimpTheBeast,,"Have you heard this yet? """"Study Long Study Wrong"" feat. The COLLECTION"" by yours truly - http://www.reverbnation.com/open_graph/song/30839652 #MLKDay #MLK2020 #GunSenseMajority #coronavirus #MondayMood #BlueMonday #IHaveADream #MartinLutherKingDay #LoveIsland #BeWithWendyAlways",2020-01-20 23:23:07+00:00,0,0,,#MLKDay #MLKDay #MLK2020 #GunSenseMajority #coronavirus #MondayMood #BlueMonday #IHaveADream #MartinLutherKingDay #MartinLutherKingDay #LoveIsland #LoveIsland #BeWithWendyAlways,,2020-1-20
1219399900099743744,DailyHiveVan,,#Coronavirus outbreak in China prompts additional screening at Canadian airports http://ow.ly/mHmo50y0mIA,2020-01-20 23:22:46+00:00,7,3,,#Coronavirus,,2020-1-20
1219399870659878913,TJ0taG,h_constant,Ahora falta que se lleven a la piedra gorda que usurpa Miraflores de vuelta a Colombia #dolar #ULTIMAHORA #20Ene #Sismo #BlueMonday #FelizInicioDeSemana #20Enero #ELIminada #AlertaSismica #PremiosOdeon #ELIISOVERPARTY #coronavirus,2020-01-20 23:22:39+00:00,0,0,,#dolar #ULTIMAHORA #20Ene #Sismo #BlueMonday #FelizInicioDeSemana #20Enero #ELIminada #AlertaSismica #PremiosOdeon #ELIISOVERPARTY #coronavirus,,2020-1-20
1219399831614980097,mauxpe,,"Alguien de @SSalud_mx ó del @Tu_IMSS ó por lo menos del equipo de @lopezobrador_ que nos indique que acciones en la CDMX o en Tijuana se van a tomar YA, para el caso del #coronavirus ? en estas dos ciudades llegan vuelos directos desde China. O quieren esperar a alguna desgracia?",2020-01-20 23:22:29+00:00,3,5,@SSalud_mx @Tu_IMSS @lopezobrador_,#coronavirus,,2020-1-20
1219399793379856384,ESCOBARMORA3,,"#China confirma contagio entre humanos de #coronavirus . #OMS convoca comité de emergencia. China confirmó un total de 217 nuevos casos del virus, dijo el lunes la televisión estatal, 198 de los cuales estaban en Wuhan. Se confirmaron cinco nuevos...",2020-01-20 23:22:20+00:00,0,0,,#China #coronavirus #OMS,,2020-1-20
1219399769455497216,dibe1950,HernandezJavier,Scary IF confirmed « virus can spread from person to person » #Coronavirus #China #CDC #virus #coronavirus ,2020-01-20 23:22:15+00:00,0,0,,#Coronavirus #China #CDC #virus #coronavirus,,2020-1-20
1219399737692041218,NaturaFilio,,#MondayMotivation #MLKDay #MLK2020 #VirginiaGunRally #coronavirus #TrendingNow #DigitalMarketing #socialmediamarketing,2020-01-20 23:22:07+00:00,0,0,,#MondayMotivation #MLKDay #MLKDay #MLK2020 #VirginiaGunRally #coronavirus #TrendingNow #DigitalMarketing #socialmediamarketing,,2020-1-20
1219399707174285313,Milenio,,La #OMS ya investiga si el #coronavirus podría convertirse en una epidemia mundial https://mile.io/2RDQ2oX,2020-01-20 23:22:00+00:00,33,32,,#OMS #coronavirus,,2020-1-20
1219399679923970049,Ferquintanna,,"China confirma la existencia de un nuevo virus llamado ""coronavirus"" y se contagia entre humanos. #coronavirus #china #virus",2020-01-20 23:21:53+00:00,2,5,,#coronavirus #china #virus,,2020-1-20
1219399654644862977,r3trobans,,#MLKDay #BlueMonday #GunSenseMajority #coronavirus #LoveIsland #MLK2020 #MondayMood #BeWithWendyAlways #BiggBoss13 #GFRIEND #MartinLutherKingDay #IHaveADream #adidasxIVYPARK #Aguilas #AmericanNeedsYang #memes #memesdaily #memes2020 #AustraliaBurning #gay #thicc #playboicarti #MLK,2020-01-20 23:21:47+00:00,0,1,,#MLKDay #MLKDay #BlueMonday #GunSenseMajority #coronavirus #LoveIsland #LoveIsland #MLK2020 #MondayMood #BeWithWendyAlways #BiggBoss13 #GFRIEND #MartinLutherKingDay #MartinLutherKingDay #IHaveADream #adidasxIVYPARK #Aguilas #AmericanNeedsYang #memes #memesdaily #memes2020 #AustraliaBurning #gay #thicc #playboicarti #MLK #MLK,,2020-1-20
1219399653868871680,iWilliiam,,Wuhan en Chine c'est devenu une des villes les moins sûres du monde en ce moment #coronavirus,2020-01-20 23:21:47+00:00,0,0,,#coronavirus,,2020-1-20
1219399549585952769,SkadiVintage,,"#WHO should stop calling this a novel #coronavirus #WuhanSARS #2019nCoV causes acute respiratory illness, pneumonia like #SARS 2003 &amp; #MERS 2012, both were NEW-NOVEL coronaviruses &amp; were zoonotic #CDC says seafood market connection suggests this may be zoonotic NOT SO NOVEL! https://twitter.com/WHO/status/1219026530636091392",2020-01-20 23:21:22+00:00,0,0,,#WHO #coronavirus #WuhanSARS #2019nCoV #SARS #MERS #CDC,,2020-1-20
1219399473337634817,Paquiot1,,inquiétant un peu wesh #coronavirus,2020-01-20 23:21:04+00:00,0,0,,#coronavirus,,2020-1-20
1219399467784237056,JohnC2028,adh0a9,#bioweapon #biohazard #madeInChina #coronavirus ,2020-01-20 23:21:03+00:00,1,0,,#bioweapon #biohazard #madeInChina #coronavirus,,2020-1-20
1219399434016116736,BajoPalabraGro,,Hay 217 casos y 3 muertes confirmadas por lo que la OMS ya investiga si el #coronavirus podría convertirse en una epidemia mundial ,2020-01-20 23:20:55+00:00,0,0,,#coronavirus,,2020-1-20
1219399426478878722,Soy_Fer_,,Qué es un #coronavirus?,2020-01-20 23:20:53+00:00,0,0,,#coronavirus,,2020-1-20
1219399423236591616,Vicent_Vega_,,#coronavirus espero se tratable con paracetamol ,2020-01-20 23:20:52+00:00,1,3,,#coronavirus,,2020-1-20
1219399366533734400,HenryYinCNA,,"#BREAKING The new coronavirus has claimed the lives of FOUR people in Wuhan. The latest patient died is an 89-old male. He died on Jan 19th 2020. Meanwhile, 15 medical staff in the city have been infected with the disease. #CHINA #coronavirus",2020-01-20 23:20:38+00:00,4,3,,#BREAKING #CHINA #coronavirus,,2020-1-20
1219399325853388801,Rems945,,Dites vous ya des mec ils vont faire 8 ans d'étude pour faire dentiste pour au final se faire baiser par une grippe #coronavirus,2020-01-20 23:20:29+00:00,0,2,,#coronavirus,,2020-1-20
1219399204155674624,RadioNLNews,,The Chief Public Health Officer of Canada says three people have been tested for the #coronavirus in this country. http://lnkr.fm/0SbhG #Kamloops,2020-01-20 23:20:00+00:00,0,2,,#coronavirus #Kamloops,,2020-1-20
1219399166830501891,LOGICALPARTYUS,,Please help my Mom.... https://www.gofundme.com/f/help-us-fight-huntington039s?sharetype=teams&amp;member=3551340&amp;utm_medium=social&amp;utm_source=twitter&amp;utm_campaign=p_na+share-sheet&amp;pc_code=tw_co_dashboard_a&amp;rcid=ea79da1d10bf485ab675cd5f079b44b2 @gofundme #MLKDay #MLK2020 #MLKDay2020 #MartinLutherKingDay #GunSenseMajority #MondayMood #MartinLutherKing #IHaveADream #تشيكن_لحم #أزرق_اليد #LoveIsland #GunRally #Davos2020 #coronavirus ,2020-01-20 23:19:51+00:00,0,0,@gofundme,#MLKDay #MLKDay #MLK2020 #MLKDay2020 #MartinLutherKingDay #MartinLutherKingDay #GunSenseMajority #MondayMood #MartinLutherKing #MartinLutherKing #IHaveADream #LoveIsland #LoveIsland #GunRally #Davos2020 #coronavirus,,2020-1-20
1219399129203343360,rwang0,,MyPOV: we are at the beginning of a massive pandemic in the similar type of #coronavirus as #sars was. #china needs to ask for more help to contain the fallout and not cover up #wef20 #davos2020,2020-01-20 23:19:42+00:00,3,14,,#coronavirus #sars #china #wef20 #davos2020,,2020-1-20
1219399107183349760,AnninFrance1,AnninFrance1,@Potus BAN CAPTURE/CAGED SALE OF LIVE WILDLIFE in your big #China trade deal #Wuhan Seafood and Wildlife Market #ChinesePneumonia = Divine Justice for traditions of #AnimalCruelty! #TRUMP #coronavirus #HongKong #Singapore #Japan #Philippines #SouthKorea #Thailand #Death4Dinner,2020-01-20 23:19:37+00:00,0,0,@POTUS,#China #Wuhan #ChinesePneumonia #AnimalCruelty #TRUMP #coronavirus #HongKong #Singapore #Japan #Philippines #SouthKorea #Thailand #Death4Dinner,,2020-1-20
1219399102686842880,_pinchechicharo,,"#ULTIMAHORA Así es el aspecto del misterioso ""coronavirus"" visto al TEM (Microscopio electrónico de transmisión) que esta causando estragos en #China #virus #coronavirus se prevee que llegue a América en un par de semanas ",2020-01-20 23:19:36+00:00,0,2,,#ULTIMAHORA #China #virus #coronavirus,,2020-1-20
1219399080079699969,KiqueJournalist,,Canceladas las visitas a #Miniso hasta que contengan el #CoronaVirus.,2020-01-20 23:19:30+00:00,0,1,,#Miniso #CoronaVirus,,2020-1-20
1219399030758752256,V2019N,HernandezJavier,"-#nCoV2019 now capable of spreading from person to person triggering fears of a broader pandemic -This is China's busiest travel season #LunarNewYear -@WHO meeting Jan. 22 to consider #PHEIC “The real question now is, how efficiently can this #coronavirus spread?"" ",2020-01-20 23:19:18+00:00,2,8,@WHO,#nCoV2019 #LunarNewYear #PHEIC #coronavirus,,2020-1-20
1219399022412279811,RealJoelGomes,,#China coronavirus: Beijing confirms human-to-human transmission of deadly #SARS like #coronavirus Confirmation of person-to-person spread comes as Xi Jinping warns illness ‘must be taken seriously’ ,2020-01-20 23:19:16+00:00,0,0,,#China #SARS #coronavirus,,2020-1-20
1219399003097321472,JakeSmethurst3,WHO,Human-to-human transmission of the #coronavirus is now confirmed. Certainly a concerning development with the virus now spreading across multiple countries. https://www.independent.co.uk/news/world/asia/china-coronavirus-wuhan-human-transmission-outbreak-death-toll-symptoms-a9292801.html,2020-01-20 23:19:12+00:00,1,2,,#coronavirus,,2020-1-20
1219398944284971008,LastTreeEarth,,"#coronavirus infects health workers, spreads to Korea - ",2020-01-20 23:18:58+00:00,0,1,,#coronavirus,,2020-1-20
1219398876903272449,shockadelicaust,,"Was at a club last Tuesday and one guy was coughing loudly the whole time. I hope he wasn't spreading the #coronavirus. I have felt ill, with runny nose, but no fever. Please, if you have flu-like symptoms or feel sick, *don't* go out partying! Stay home!",2020-01-20 23:18:42+00:00,0,0,,#coronavirus,,2020-1-20
1219398833932627970,VerranDeborah,HenryYinCNA,? you mean medical staff #coronavirus,2020-01-20 23:18:32+00:00,0,0,,#coronavirus,,2020-1-20
1219398712557961217,The_RainHeart,,Se reportan más casos de coronavirus en todo el mundo: #coronavirus ,2020-01-20 23:18:03+00:00,15,46,,#coronavirus,,2020-1-20
1219398709038997505,lucie_souchet,,"C’est top ça maintenant que y’a des vols direct Nice-Chine, qui c’est qui va le chopper parce que je choppe tt ???#coronavirus",2020-01-20 23:18:02+00:00,0,1,,#coronavirus,,2020-1-20
1219398708791586816,GeekOmax,,Actuellement le gouvernement de la #chine est Comme ça #coronavirus (sah Plague INC sa à changer) ,2020-01-20 23:18:02+00:00,2,8,,#chine #coronavirus,,2020-1-20
1219398658518650881,kkarnage17,,#coronavirus Quand un mec s’approchera de moi et me dira qui les pas infectée ,2020-01-20 23:17:50+00:00,0,5,,#coronavirus,,2020-1-20
1219398608488783872,java_1427,,Todos leyendo qué es el #coronavirus y sintiendo los síntomas al instante.,2020-01-20 23:17:38+00:00,0,0,,#coronavirus,,2020-1-20
1219398590227001346,malkkorm,,Lo bueno que en México gracias a @lopezobrador_ estamos preparados con el INSABI #coronavirus ,2020-01-20 23:17:33+00:00,0,0,@lopezobrador_,#coronavirus,,2020-1-20
1219398589450981377,MondeSordide,,"#coronavirus ou le #connarovirus implanté par les militants #LREM vous connaissez ? Très contagieux, attention, @MLP_officiel s'est faites contaminée, attention à vos p'tits culs les amis... protégez-vous !",2020-01-20 23:17:33+00:00,0,1,@MLP_officiel,#coronavirus #connarovirus #LREM,,2020-1-20
1219398528838991872,HenryYinCNA,,"#BREAKING Two new suspected cases of the new coronavirus infection found in Qingdao, Shandong Province, and Chengdu, Sichuan Province on Jan. 20th. Both the two patients had travelled to Wuhan. They're now under isolated treatment, with stable condition. #China #coronavirus",2020-01-20 23:17:19+00:00,7,6,,#BREAKING #China #coronavirus,,2020-1-20
1219398430256033792,ifyouseejadey,,"We've had swine flu, bird flu, ebola all in my lifetime and the planet is still overpopulated. I'm not too worried about this #coronavirus .",2020-01-20 23:16:55+00:00,0,1,,#coronavirus,,2020-1-20
1219398366846758912,PoliticayEstilo,,"Reconocido físico matemático, envía mensaje a los genios que inventaron la rifa del #AvionPresidencial #AvionPrecidencial... https://www.politicayestilo.com/esto-dicen-las-estadisticas-mas-probable-que-asteroide-impacte-la-tierra-a-ganar-avion-presidencial / #MacroSimulacro2020 #coronavirus @lopezobrador_ @JesusRCuevas @JLozanoA @tumbaburross @laishawilkins @FerBetancourt9",2020-01-20 23:16:40+00:00,9,13,@lopezobrador_ @JesusRCuevas @JLozanoA @tumbaburross @laishawilkins @FerBetancourt9,#AvionPresidencial #AvionPrecidencial #MacroSimulacro2020 #coronavirus,,2020-1-20
1219398313344192512,PonchoMunoz,,El Director @DrTedros de la @WHO convoca a reunión URGENTE sobre el #coronavirus (2019-nCoV) y evaluar si constituye una emergencia de salud pública de preocupación internacional y qué recomendaciones se deben hacer para manejar el brote. ,2020-01-20 23:16:27+00:00,2,2,@DrTedros @WHO,#coronavirus,,2020-1-20
1219398303496003586,PonchoMunoz,,Y también confirman que ha habido transmisión a los profesionales de la salud que han atendido a los enfermos #coronavirus ,2020-01-20 23:16:25+00:00,2,2,,#coronavirus,,2020-1-20
1219398278032347137,PonchoMunoz,, #URGENTE Por si no teníamos suficiente con el aparente desabasto de medicinas en México ...se viene el #coronavirus aquí un hilo con algo de información Las autoridades chinas confirman la transmisión entre humanos del nuevo #coronavirus ,2020-01-20 23:16:19+00:00,7,3,,#URGENTE #coronavirus #coronavirus,,2020-1-20
1219398272789381120,AzfrNathan,,On commence bien l'année tout de même : - WW III irl avec #IranvsUSA - Le monde passé en mode plague Inc avec le #coronavirus - Et la guerre civil en France avec les gilets jaunes Bonne année 2020 lul,2020-01-20 23:16:18+00:00,0,3,,#IranvsUSA #coronavirus,,2020-1-20
1219398211410022401,KiqueJournalist,,"Estoy medio malito, y me sale una publicación del #CoronaVirus con los síntomas y tengo los mismos. Mi reacción: ",2020-01-20 23:16:03+00:00,0,2,,#CoronaVirus,,2020-1-20
1219398198965555200,jojunkook,,inquiétant un peu wesh #coronavirus,2020-01-20 23:16:00+00:00,0,0,,#coronavirus,,2020-1-20
1219398193865162752,bibigodtier,,#jaienviedepleurerquand je vois le #coronavirus qui vas tous nous buter,2020-01-20 23:15:59+00:00,0,1,,#jaienviedepleurerquand #coronavirus,,2020-1-20
1219398159262081025,Jnner,subrayadomexico,Atentos humanos con el #Coronavirus ,2020-01-20 23:15:51+00:00,1,2,,#Coronavirus,,2020-1-20
1219397990626009088,ElPunto_Mex,,La #OMS ya investiga si el #coronavirus podría convertirse en una epidemia mundial http://ow.ly/wI4r30qaYdw,2020-01-20 23:15:10+00:00,0,0,,#OMS #coronavirus,,2020-1-20
1219397979485769728,tribunephl,,How the new coronavirus developed - https://tribune.net.ph/index.php/2020/01/21/how-the-new-coronavirus-developed/ #WuhanVirus #coronavirus #ChinaVirus,2020-01-20 23:15:08+00:00,0,1,,#WuhanVirus #coronavirus #ChinaVirus,,2020-1-20
1219397898238119937,Yasuke18142602,,Les lobby pharmaceutiques vont se gaver...!!! #coronavirus,2020-01-20 23:14:48+00:00,0,0,,#coronavirus,,2020-1-20
1219397894920462336,marius_rifo,,Ok donc le bail il a déjà infecté pas mal de gens un peu partout dans le monde et tué 3 personnes en Chine #coronavirus,2020-01-20 23:14:48+00:00,1,2,,#coronavirus,,2020-1-20
